"beer_id"	"beer_name"	"brewer_name"	"beer_style"	"distribution"	"brewery_location"	"commercial_desc"	"RATINGS: "	"MEAN (/5)"	"WEIGHTED AVG"	"EST. CALORIES"	"ABV (%)"	"IBU"	"SCORE"	"AROMA (/10)"	"APPEARANCE(/5)"	"TASTE(/10)"	"PALATE(/5)"	"OVERALL(/20)"	"reviewer_name"	"review_location"	"review_date"	"review_content"
"151"	"BrauKunstKeller Mandarina IPA"	"BrauKunstKeller"	"India Pale Ale (IPA)"	"Broad Distribution"	"Michelstadt, Germany"	"Als aller erste Brauerei, weltweit, haben wir die neue deutsche Hopfensorte Mandarina Bavaria zu einem IPA eingebraut. Durch die Verwendung von hellen Malzen und ein wenig Rauchmalz ist der K'rper des Mandarina IPAs vollmundig und erg'nzt sich hervorragend mit dem mandarinen-zitrus Geschmack. Durch intensives hopfenstopfen, dem sogenannten dry hopping, ist auch in der Nase die Mandarinennote sehr deutlich wahrnehmbar.Der Einsatz von ganzen Hopfenbl'ten, auch Dolden genannt, gibt diesem IPA seinen ganz besonderen Charakter."	219.000	""	3.450	177.000	5.900	55.000	"4.1"	10.000	3.000	7.000	5.000	16.000	"greks"	"GERMANY "	"JUL 22, 2015"	"0,33 Flasche von bier-deluxe. Goldgelbe Farbe, wenig Schaum, kaum Kohlens'ure. Riecht nach Zitrusfr'chten, intensiv nach Mandarine, minimal nach Malz. Schmeckt explosiv nach Zitrus-Mandarine, danach wunderbar hopfig. Im Aftertaste kommt das rauchige, leicht fruchtig "
"151"	"BrauKunstKeller Mandarina IPA"	"BrauKunstKeller"	"India Pale Ale (IPA)"	"Broad Distribution"	"Michelstadt, Germany"	"Als aller erste Brauerei, weltweit, haben wir die neue deutsche Hopfensorte Mandarina Bavaria zu einem IPA eingebraut. Durch die Verwendung von hellen Malzen und ein wenig Rauchmalz ist der K'rper des Mandarina IPAs vollmundig und erg'nzt sich hervorragend mit dem mandarinen-zitrus Geschmack. Durch intensives hopfenstopfen, dem sogenannten dry hopping, ist auch in der Nase die Mandarinennote sehr deutlich wahrnehmbar.Der Einsatz von ganzen Hopfenbl'ten, auch Dolden genannt, gibt diesem IPA seinen ganz besonderen Charakter."	219.000	""	3.450	177.000	5.900	55.000	"3.7"	7.000	4.000	7.000	4.000	15.000	"Bozo_skeleton"	"Grenoble, FRANCE "	"JUL 20, 2015"	"Blonde paille, carbo moyenne, petit collet persistant. Aromes agrumes et plutot mandarine. Beaucoup de s've en bouche avec toujours ces notes d'agrumes. Belle amertume en finale. "
"151"	"BrauKunstKeller Mandarina IPA"	"BrauKunstKeller"	"India Pale Ale (IPA)"	"Broad Distribution"	"Michelstadt, Germany"	"Als aller erste Brauerei, weltweit, haben wir die neue deutsche Hopfensorte Mandarina Bavaria zu einem IPA eingebraut. Durch die Verwendung von hellen Malzen und ein wenig Rauchmalz ist der K'rper des Mandarina IPAs vollmundig und erg'nzt sich hervorragend mit dem mandarinen-zitrus Geschmack. Durch intensives hopfenstopfen, dem sogenannten dry hopping, ist auch in der Nase die Mandarinennote sehr deutlich wahrnehmbar.Der Einsatz von ganzen Hopfenbl'ten, auch Dolden genannt, gibt diesem IPA seinen ganz besonderen Charakter."	219.000	""	3.450	177.000	5.900	55.000	"3.6"	8.000	4.000	7.000	4.000	13.000	"Senap"	"Uppsala, SWEDEN "	"JUL 14, 2015"	"Ordentligt med smak och beska. Orange f'rg i enlighet med vad namnet antyder. Helt ok faktiskt. "
"151"	"BrauKunstKeller Mandarina IPA"	"BrauKunstKeller"	"India Pale Ale (IPA)"	"Broad Distribution"	"Michelstadt, Germany"	"Als aller erste Brauerei, weltweit, haben wir die neue deutsche Hopfensorte Mandarina Bavaria zu einem IPA eingebraut. Durch die Verwendung von hellen Malzen und ein wenig Rauchmalz ist der K'rper des Mandarina IPAs vollmundig und erg'nzt sich hervorragend mit dem mandarinen-zitrus Geschmack. Durch intensives hopfenstopfen, dem sogenannten dry hopping, ist auch in der Nase die Mandarinennote sehr deutlich wahrnehmbar.Der Einsatz von ganzen Hopfenbl'ten, auch Dolden genannt, gibt diesem IPA seinen ganz besonderen Charakter."	219.000	""	3.450	177.000	5.900	55.000	"2.9"	6.000	3.000	5.000	4.000	11.000	"bartholos"	"GERMANY "	"JUL 13, 2015"	"Bottle. Golden-orange colored and hazy with a small frothy head. The mandarina theme is well developed with strong aroma of mandarin and orange and a sweet malty notes. There is some pine there as well. While the combination of orange-citrus and light sweet malts catches the mandarin idea very well in the nose, it is far less noticeable in the flavor. The strong bitter taste hiding the flavor. Therefore there is some unbalance here. The finish is pleasantly strong bitter and leaves a nice medium long after taste which can resemble some of the fruity notes. The body is medium as is the carbonation and get some alcoholic, peppery notes in the end. I somewhat disappointed. The smell is great but the flavor is weak. "
"151"	"BrauKunstKeller Mandarina IPA"	"BrauKunstKeller"	"India Pale Ale (IPA)"	"Broad Distribution"	"Michelstadt, Germany"	"Als aller erste Brauerei, weltweit, haben wir die neue deutsche Hopfensorte Mandarina Bavaria zu einem IPA eingebraut. Durch die Verwendung von hellen Malzen und ein wenig Rauchmalz ist der K'rper des Mandarina IPAs vollmundig und erg'nzt sich hervorragend mit dem mandarinen-zitrus Geschmack. Durch intensives hopfenstopfen, dem sogenannten dry hopping, ist auch in der Nase die Mandarinennote sehr deutlich wahrnehmbar.Der Einsatz von ganzen Hopfenbl'ten, auch Dolden genannt, gibt diesem IPA seinen ganz besonderen Charakter."	219.000	""	3.450	177.000	5.900	55.000	"3.2"	7.000	3.000	7.000	3.000	12.000	"Peter_L"	"SWEDEN "	"JUL 10, 2015"	"Flaska@BA Vasagatan. Citrusig doft. Stram beska i smaken d'r man kan urskilja en aning citrusfrukter. En tr'kig klick sm'r dyker upp p' slutet vilket drar ner helhetsbetyget. "
"151"	"BrauKunstKeller Mandarina IPA"	"BrauKunstKeller"	"India Pale Ale (IPA)"	"Broad Distribution"	"Michelstadt, Germany"	"Als aller erste Brauerei, weltweit, haben wir die neue deutsche Hopfensorte Mandarina Bavaria zu einem IPA eingebraut. Durch die Verwendung von hellen Malzen und ein wenig Rauchmalz ist der K'rper des Mandarina IPAs vollmundig und erg'nzt sich hervorragend mit dem mandarinen-zitrus Geschmack. Durch intensives hopfenstopfen, dem sogenannten dry hopping, ist auch in der Nase die Mandarinennote sehr deutlich wahrnehmbar.Der Einsatz von ganzen Hopfenbl'ten, auch Dolden genannt, gibt diesem IPA seinen ganz besonderen Charakter."	219.000	""	3.450	177.000	5.900	55.000	"3.6"	7.000	4.000	7.000	3.000	15.000	"Neorej80"	""	"JUL 7, 2015 "	"Sweet citrus aroma and some grassy hayey hops. Cloudy orange yellow with a big foamy white /off-white head. Also some yeast floating around. Really full bodied flavours, almost like a double IPA. Sweet citrus, orange uhm... Mandarin peels, a little smokey, but in a sweet way and lots of hay and some hints of honey. Bitter and orangesweet/sticky aftertaste. "
"151"	"BrauKunstKeller Mandarina IPA"	"BrauKunstKeller"	"India Pale Ale (IPA)"	"Broad Distribution"	"Michelstadt, Germany"	"Als aller erste Brauerei, weltweit, haben wir die neue deutsche Hopfensorte Mandarina Bavaria zu einem IPA eingebraut. Durch die Verwendung von hellen Malzen und ein wenig Rauchmalz ist der K'rper des Mandarina IPAs vollmundig und erg'nzt sich hervorragend mit dem mandarinen-zitrus Geschmack. Durch intensives hopfenstopfen, dem sogenannten dry hopping, ist auch in der Nase die Mandarinennote sehr deutlich wahrnehmbar.Der Einsatz von ganzen Hopfenbl'ten, auch Dolden genannt, gibt diesem IPA seinen ganz besonderen Charakter."	219.000	""	3.450	177.000	5.900	55.000	"3.5"	7.000	4.000	6.000	4.000	14.000	"Russo"	"Hemhofen, Baden-W'rttemberg, GERMANY "	"JUL 4, 2015 "	"Hazy amber color with a gradient orange tones with sediments at bottom, really nice, with a fluffy and big white head that do not last longer but keep a nice lacing until the end. Aroma is fruity and hoppy, hints of mandarin, orange and tamarindo. Flavor is very hoppy with citrus and sweet notes. Low carbonation and medium body with a long bitter finish."
"152"	"Lucky Labrador Triple Threat IPA"	"Lucky Labrador Brewing Company"	"India Pale Ale (IPA)"	"Broad Distribution"	"Portland , Oregon USA"	"Brewed with Simcoe, Amarillo and Summit hops."	54.000	""	3.380	183.000	6.100	""	"2.9"	6.000	5.000	6.000	3.000	9.000	"tomekk1978"	"Ząbki, POLAND "	"MAY 1, 2015 "	"Aromat: niestety wyraźne utlenienie. Następnie sł'd zbożowy i ciastkowy wraz z chmielem cytrusowym, niestety w zaniku. Barwa: złota, początkowa zamglona, z czasem zawierająca drobinki. Piana biała, drobno pęcherzykowa, umiarkowanej wielkości i podobnie trwała, Smak: umiarkowana słodycz, złamana kwaskowością ze sodem zbożowo herbatnikowym. Goryczka niewielka, delikatna i dość kr'tka, bardziej herbaciana. Średnia pełnia, niewielkie wysycenie i kwaskowość na finiszu. Słabo. Kolejne stare piwo z USA, kt're do nas trafiło. "
"152"	"Lucky Labrador Triple Threat IPA"	"Lucky Labrador Brewing Company"	"India Pale Ale (IPA)"	"Broad Distribution"	"Portland , Oregon USA"	"Brewed with Simcoe, Amarillo and Summit hops."	54.000	""	3.380	183.000	6.100	""	"3.5"	7.000	3.000	8.000	3.000	14.000	"rosenbergh"	"Tampere, FINLAND "	"MAR 28, 2015"	"22 oz bottle. 6.0%. Bomber tasting at Timo A. Clear golden colour with a small dirty off-white head. Sweet fruity aroma with moderate bitterness and hops. Strong bitterness, piney hops and sweetness in the flavour. Bitterness stays. "
"152"	"Lucky Labrador Triple Threat IPA"	"Lucky Labrador Brewing Company"	"India Pale Ale (IPA)"	"Broad Distribution"	"Portland , Oregon USA"	"Brewed with Simcoe, Amarillo and Summit hops."	54.000	""	3.380	183.000	6.100	""	"2"	3.000	3.000	4.000	3.000	7.000	"DSG"	"Tel Aviv, "	"MAR 16, 2015"	"[2/27/15] Draught at Lucky Labrador Brew Pub in Portland. Clear deep golden. Very buttery diacetyl aroma. Sweetish buttery flavor with some bitter citric hops. Medium-bodied. "
"152"	"Lucky Labrador Triple Threat IPA"	"Lucky Labrador Brewing Company"	"India Pale Ale (IPA)"	"Broad Distribution"	"Portland , Oregon USA"	"Brewed with Simcoe, Amarillo and Summit hops."	54.000	""	3.380	183.000	6.100	""	"3.3"	7.000	3.000	7.000	3.000	13.000	"RW80"	"Hoogeveen, NETHERLANDS "	"MAR 8, 2015 "	"650ml bottle. Appearance: golden, with a small to average sized head. leaving light lacing. Aroma: malts, light caramel and tropical fruits - some piney/ hoppyness. Tate: Moderate sweet, light malts and caramel malts with some tropical and piney hops in the finish. Finish is moderate bitter. Dry Finish. Aftertaste is not that sweet and moderate bitter but shows some caramel and pine and citrus. medium body, average caronation. Average IPA. "
"152"	"Lucky Labrador Triple Threat IPA"	"Lucky Labrador Brewing Company"	"India Pale Ale (IPA)"	"Broad Distribution"	"Portland , Oregon USA"	"Brewed with Simcoe, Amarillo and Summit hops."	54.000	""	3.380	183.000	6.100	""	"3.3"	7.000	3.000	7.000	3.000	13.000	"mile"	"Helsinki, FINLAND "	"FEB 20, 2015"	"Bottle. Golden, small to average and mostly diminishing head. Moderate, malty and lightly sweetish aroma, light caramel and tropical fruitiness, light - some piney/citrus hoppyness. Body is medium, malty and lightly sweetish, light caramel and light tropical fruitiness, some piney/citrus hoppyness. Finish is average, malty and dryish - lightly sweetish, faint caramel and light tropical fruitiness, piney - some citrus hoppyness, faint alcohol. OK IPA with no thrills. Could be drier with more bitterness. "
"152"	"Lucky Labrador Triple Threat IPA"	"Lucky Labrador Brewing Company"	"India Pale Ale (IPA)"	"Broad Distribution"	"Portland , Oregon USA"	"Brewed with Simcoe, Amarillo and Summit hops."	54.000	""	3.380	183.000	6.100	""	"3.4"	7.000	3.000	7.000	3.000	14.000	"Idiosynkrasie"	"Bielefeld, GERMANY "	"FEB 1, 2015 "	"650ml bottle. Barely clear, orangey golden colour with average, frothy, half-way lasting, minimally lacing, white head. Caramel malty aroma with fruity hoppy overtones, mandarine and orange notes, orange biscuit, a cautious spicy yeasty touch. Taste is bitter hoppy, fruity notes of orange and mandarine, some pine, biscuity malty basis. Very clean, simple, highly drinkable. "
"152"	"Lucky Labrador Triple Threat IPA"	"Lucky Labrador Brewing Company"	"India Pale Ale (IPA)"	"Broad Distribution"	"Portland , Oregon USA"	"Brewed with Simcoe, Amarillo and Summit hops."	54.000	""	3.380	183.000	6.100	""	"3.3"	6.000	3.000	7.000	3.000	14.000	"tricksta_p"	"Steenwijk, NETHERLANDS "	"JAN 17, 2015"	"Aroma of orange, grapefruit, floral notes, hops. Flavour is light sweet with a medium bitter finish. Not very complex or full, but a nicely drinkable IPA. "
"152"	"Lucky Labrador Triple Threat IPA"	"Lucky Labrador Brewing Company"	"India Pale Ale (IPA)"	"Broad Distribution"	"Portland , Oregon USA"	"Brewed with Simcoe, Amarillo and Summit hops."	54.000	""	3.380	183.000	6.100	""	"3.4"	7.000	4.000	7.000	3.000	13.000	"Baramba"	"ITALY "	"JAN 15, 2015"	"Bottle @ vlc on tap. Hazy orange with thin white head. Floral citrus aroma, flavour is sweet and heavy bitter. Soft carbonation, dry finish "
"152"	"Lucky Labrador Triple Threat IPA"	"Lucky Labrador Brewing Company"	"India Pale Ale (IPA)"	"Broad Distribution"	"Portland , Oregon USA"	"Brewed with Simcoe, Amarillo and Summit hops."	54.000	""	3.380	183.000	6.100	""	"3.1"	6.000	4.000	7.000	3.000	11.000	"madmitch76"	", Essex, ENGLAND "	"JAN 10, 2015"	"4th January 2015 Lightly hazy gold - amber beer, good pale cream colour head. Light dry pale malts, slightly grainy. Bitterish hops, taste more noble than new world but there is some pithy citrus. Dry finish. Mmm, not overly impressed with this at first but It's a slow grower. Comes over as an Imperial English Bitter! "
"152"	"Lucky Labrador Triple Threat IPA"	"Lucky Labrador Brewing Company"	"India Pale Ale (IPA)"	"Broad Distribution"	"Portland , Oregon USA"	"Brewed with Simcoe, Amarillo and Summit hops."	54.000	""	3.380	183.000	6.100	""	"3.7"	8.000	3.000	8.000	3.000	15.000	"Benzai"	"Oirschot, THE NETHERLANDS, NETHERLANDS "	"DEC 18, 2014"	"Bottle @ home. Clear yellow - golden color, medium sized off-white head. Aroma is malts, hops, quite fruity. Taste malts, again quite fruity, hops and nicely bitter. Medium body and carbonation. Nothing out of the ordinary but a fine IPA."
"153"	"Malm' Canned Wheat"	"Malm' Brygghus"	"India Pale Ale (IPA)"	"distribution unknown"	"Malm', Sweden"	"This is a seasonal IPA brewed during spring and summer. 50 percent two-row and 50 percent wheat makes this a light and refreshing IPA. Hops: Citra. 50 IBU."	54.000	""	3.600	210.000	7.000	50.000	"3.2"	7.000	3.000	6.000	3.000	13.000	"tandembrauer"	"Stavanger, NORWAY "	"JUL 14, 2015"	"On tap at Akkurat, Stockholm. Pours hazy golden with white head. Aroma of pine needles, tropical fruits, some citrus. Quite sweet, finishing bitter. "
"153"	"Malm' Canned Wheat"	"Malm' Brygghus"	"India Pale Ale (IPA)"	"distribution unknown"	"Malm', Sweden"	"This is a seasonal IPA brewed during spring and summer. 50 percent two-row and 50 percent wheat makes this a light and refreshing IPA. Hops: Citra. 50 IBU."	54.000	""	3.600	210.000	7.000	50.000	"3.8"	8.000	3.000	7.000	4.000	16.000	"Rasmus40"	"Beder, Aarhus, DENMARK "	"JUL 10, 2015"	"Tap @ Taproom, Malm'. Clear golden with a white head. Aroma is sweet, malty, caramel and rather hoppy - fruity. Flavor is quite sweet and rather bitter. Dry and rather bitter finish. 100715 "
"153"	"Malm' Canned Wheat"	"Malm' Brygghus"	"India Pale Ale (IPA)"	"distribution unknown"	"Malm', Sweden"	"This is a seasonal IPA brewed during spring and summer. 50 percent two-row and 50 percent wheat makes this a light and refreshing IPA. Hops: Citra. 50 IBU."	54.000	""	3.600	210.000	7.000	50.000	"3.6"	7.000	3.000	8.000	3.000	15.000	"RexTalionis"	"FINLAND "	"NOV 19, 2014"	"Draught. Clear golden in color with a fluffy whitish head. Lemon, notes of wheat and tropical fruits in aroma. Some grainy notes too. Feels quite dry somehow. Lemon, peaches and bit of wheat in taste. Bitter grapefruityness in aftertaste. "
"153"	"Malm' Canned Wheat"	"Malm' Brygghus"	"India Pale Ale (IPA)"	"distribution unknown"	"Malm', Sweden"	"This is a seasonal IPA brewed during spring and summer. 50 percent two-row and 50 percent wheat makes this a light and refreshing IPA. Hops: Citra. 50 IBU."	54.000	""	3.600	210.000	7.000	50.000	"3.3"	6.000	3.000	7.000	3.000	14.000	"Theis"	"Frederiksberg, DENMARK "	"NOV 18, 2014"	"Draught at S'ernes 'lbar, Mash Up 2014. Clear amber - white head. Toasted. Fruity. Piney. Ok spruce. Light fatness. Berries. Tea notes. Wheaty acid. Ok fresh. Hay. Grainy. Fairly sweet. "
"153"	"Malm' Canned Wheat"	"Malm' Brygghus"	"India Pale Ale (IPA)"	"distribution unknown"	"Malm', Sweden"	"This is a seasonal IPA brewed during spring and summer. 50 percent two-row and 50 percent wheat makes this a light and refreshing IPA. Hops: Citra. 50 IBU."	54.000	""	3.600	210.000	7.000	50.000	"3.7"	7.000	3.000	8.000	3.000	16.000	"tiong"	"Espoo, FINLAND "	"NOV 17, 2014"	"Draught @ Pikkulintu, Helsinki Pours orange with a large foamy head. Aroma of citrus, crisp hops, grass, fruits and wheaty malts. Taste is hoppy, smooth and citrusy with notes of crisp bitterness, smooth fruitiness and wheaty notes. Finish is hoppy, fruity and a bit yeasty with notes of citrus. Surprisingly good. "
"153"	"Malm' Canned Wheat"	"Malm' Brygghus"	"India Pale Ale (IPA)"	"distribution unknown"	"Malm', Sweden"	"This is a seasonal IPA brewed during spring and summer. 50 percent two-row and 50 percent wheat makes this a light and refreshing IPA. Hops: Citra. 50 IBU."	54.000	""	3.600	210.000	7.000	50.000	"3.4"	6.000	4.000	7.000	4.000	13.000	"Aniela"	"G'teborg, SWEDEN "	"NOV 16, 2014"	"Draught at Malm' Bryggeri Brewpub, Malm'. Pale yellow beer with a small white head. Hoppy fruity aroma. Hoppy citrus, grassy flavour. "
"153"	"Malm' Canned Wheat"	"Malm' Brygghus"	"India Pale Ale (IPA)"	"distribution unknown"	"Malm', Sweden"	"This is a seasonal IPA brewed during spring and summer. 50 percent two-row and 50 percent wheat makes this a light and refreshing IPA. Hops: Citra. 50 IBU."	54.000	""	3.600	210.000	7.000	50.000	"3.6"	5.000	3.000	8.000	4.000	16.000	"jpkeskinen"	"FINLAND "	"NOV 15, 2014"	"Drank as a draught. Good and fresh beer with features from both an ipa and weizen. More ipa though. "
"153"	"Malm' Canned Wheat"	"Malm' Brygghus"	"India Pale Ale (IPA)"	"distribution unknown"	"Malm', Sweden"	"This is a seasonal IPA brewed during spring and summer. 50 percent two-row and 50 percent wheat makes this a light and refreshing IPA. Hops: Citra. 50 IBU."	54.000	""	3.600	210.000	7.000	50.000	"3.4"	7.000	3.000	8.000	2.000	14.000	"mjs"	"Helsinki, FINLAND "	"NOV 14, 2014"	"(Keg at Pikkulintu, 20141114) The beer poured amber and mildly hazy. Its head was medium sized and white. Aroma had fruitiness, citricness and a hint of malts. Palate was medium bodied with medium carbonation. Flavours were fruitiness, malts, citricness, pine and bitterness. Aftertaste was hoppy and bitter. A tasty but thin hoppy wheat ale. "
"153"	"Malm' Canned Wheat"	"Malm' Brygghus"	"India Pale Ale (IPA)"	"distribution unknown"	"Malm', Sweden"	"This is a seasonal IPA brewed during spring and summer. 50 percent two-row and 50 percent wheat makes this a light and refreshing IPA. Hops: Citra. 50 IBU."	54.000	""	3.600	210.000	7.000	50.000	"3.3"	6.000	3.000	7.000	4.000	13.000	"Kavu"	"Helsinki, FINLAND "	"NOV 11, 2014"	"Half pint on tap @ Pikkulintu. Pours cloudy golden with a medium head. Aroma is malts, fruits and hops. Flavor is malts, some fruits and plenty of hops. Can't find the wheat though. Good. "
"153"	"Malm' Canned Wheat"	"Malm' Brygghus"	"India Pale Ale (IPA)"	"distribution unknown"	"Malm', Sweden"	"This is a seasonal IPA brewed during spring and summer. 50 percent two-row and 50 percent wheat makes this a light and refreshing IPA. Hops: Citra. 50 IBU."	54.000	""	3.600	210.000	7.000	50.000	"3.2"	7.000	3.000	7.000	3.000	12.000	"VastActiv"	"Oulu, FINLAND "	"NOV 6, 2014 "	"Tap at Pikkulintu, Helsinki. Colour is slightly cloudy golden with small white head. Aromas and flavors: Fruits, dryness, distant hints of wheat, hops and malts."
"154"	"Mad Hatter Imperious IPA"	"Mad Hatter"	"Imperial IPA"	"Regional Distribution"	"Liverpool, England"	"A sweetish, malty, caramel IPA matched with lots of citra and mosaic hops - 70 IBUs - for all those who love hops but don't like to be overwhelmed with bitterness. The heavy rich malt base is balanced with a light citrus, floral aroma, making it suprisingly quaffable"	24.000	3.730	3.620	351.000	11.700	70.000	"4"	8.000	3.000	8.000	4.000	17.000	"Thomas1"	""	"MAY 10, 2015"	"A rustic brown colour. Aroma of pine yeast ground chestnut and hay. A short beige head that holds. Taste of blood orange pine nuts sweet pepper and hops oil . Not a trad ipa but stands out on It's own especially at 11 plus % . Excellent with a fruity lamb tagine. "
"154"	"Mad Hatter Imperious IPA"	"Mad Hatter"	"Imperial IPA"	"Regional Distribution"	"Liverpool, England"	"A sweetish, malty, caramel IPA matched with lots of citra and mosaic hops - 70 IBUs - for all those who love hops but don't like to be overwhelmed with bitterness. The heavy rich malt base is balanced with a light citrus, floral aroma, making it suprisingly quaffable"	24.000	3.730	3.620	351.000	11.700	70.000	"3.4"	7.000	3.000	7.000	3.000	14.000	"mcberko"	"Vancouver, British Columbia, CANADA "	"MAY 7, 2015 "	"330mL bottle, pours a dark orangey amber with a medium beige head. Aroma brings out resinous hops, citrus, yeast and floral notes. Flavour is very big, with loads of caramel malt upfront, followed by truckloads of resinous hops, some citrus, and finishing fairly sweet. On the sweeter, malty side for a IIPA, which isn't exactly to my taste, but It's made very well and balanced for what it was going for. Very good. "
"154"	"Mad Hatter Imperious IPA"	"Mad Hatter"	"Imperial IPA"	"Regional Distribution"	"Liverpool, England"	"A sweetish, malty, caramel IPA matched with lots of citra and mosaic hops - 70 IBUs - for all those who love hops but don't like to be overwhelmed with bitterness. The heavy rich malt base is balanced with a light citrus, floral aroma, making it suprisingly quaffable"	24.000	3.730	3.620	351.000	11.700	70.000	"3.7"	7.000	3.000	7.000	3.000	17.000	"Leighton"	"London, Greater London, ENGLAND "	"APR 17, 2015"	"Bottle at home in London - got it in a trade with Garrold. Pours hazy orange-brown with a big, lasting light tan froth. Right off the bat you can tell this will be a doozy. The nose has lots of piney, leafy hops, flowers, toasted grains, bread. Big sweet flavor with oily hop character, moderate bitterness, some grass, buckets of pine sap, lightly toasted malts, certainly some alcohol. Full bodied, oily and chewy, with fine carbonation. Finishes warm and massively resinous, with a hearty kick of toasted grains and caramel, more bread, ripe orange, grapefruit, some berries, bitter grass. Oily pine and grass in the aftertaste. For what it is (i.e. an absolute bruiser of a DIPA) It's pretty well executed, and impressively drinkable given the strength. "
"154"	"Mad Hatter Imperious IPA"	"Mad Hatter"	"Imperial IPA"	"Regional Distribution"	"Liverpool, England"	"A sweetish, malty, caramel IPA matched with lots of citra and mosaic hops - 70 IBUs - for all those who love hops but don't like to be overwhelmed with bitterness. The heavy rich malt base is balanced with a light citrus, floral aroma, making it suprisingly quaffable"	24.000	3.730	3.620	351.000	11.700	70.000	"4"	6.000	5.000	8.000	5.000	16.000	"johndoughty"	"cheslyn hay, West Midlands, ENGLAND "	"MAR 13, 2015"	"Bottle. Dark brown with a big head that was slow to dissipate. This is a massive hop attack full of fruitiness and power.. A truly awesome beer with with a very amusing label ( trust the Scousers ) "
"154"	"Mad Hatter Imperious IPA"	"Mad Hatter"	"Imperial IPA"	"Regional Distribution"	"Liverpool, England"	"A sweetish, malty, caramel IPA matched with lots of citra and mosaic hops - 70 IBUs - for all those who love hops but don't like to be overwhelmed with bitterness. The heavy rich malt base is balanced with a light citrus, floral aroma, making it suprisingly quaffable"	24.000	3.730	3.620	351.000	11.700	70.000	"3"	7.000	3.000	5.000	3.000	12.000	"Beersiveknown"	"NORTHERN IRELAND "	"MAR 5, 2015 "	"Bottle at home from the vineyard super hazy murky dark amber brown with dense pillowy cream head. Rich grapefruit and resinous pine nose. Full bodied moderate carbonation, fruity, sherbet hops, slight plastic note then sweet sticky malt tempered by bitter hit. Mango and orange, some higher alcohols. Malt body perhaps too heavy to showcase the hops "
"154"	"Mad Hatter Imperious IPA"	"Mad Hatter"	"Imperial IPA"	"Regional Distribution"	"Liverpool, England"	"A sweetish, malty, caramel IPA matched with lots of citra and mosaic hops - 70 IBUs - for all those who love hops but don't like to be overwhelmed with bitterness. The heavy rich malt base is balanced with a light citrus, floral aroma, making it suprisingly quaffable"	24.000	3.730	3.620	351.000	11.700	70.000	"4.5"	9.000	4.000	9.000	5.000	18.000	"zacgillbanks"	"Tyne & Wear, ENGLAND "	"FEB 15, 2015"	"10% bottle from BeerRitz, Leeds. This hazy dark amber-brown coloured beer pours with a huge foamy head. It has earthy, pine and citrus fruit flavours followed by strong peppery hops, sweet fruit and more pine on the warming finish. I'm not sure if this is a Double IPA or Barley Wine. Excellent anyway! "
"154"	"Mad Hatter Imperious IPA"	"Mad Hatter"	"Imperial IPA"	"Regional Distribution"	"Liverpool, England"	"A sweetish, malty, caramel IPA matched with lots of citra and mosaic hops - 70 IBUs - for all those who love hops but don't like to be overwhelmed with bitterness. The heavy rich malt base is balanced with a light citrus, floral aroma, making it suprisingly quaffable"	24.000	3.730	3.620	351.000	11.700	70.000	"3.9"	8.000	4.000	8.000	4.000	15.000	"thebeertourist"	"Oslo, NORWAY "	"FEB 14, 2015"	"Bottle from Mother kelly's, bethnal green. Copper brown, big yellowish head. Toffee and citrussy nose. Nice toffee flavours, citrussy hops make themselves known without dominating, except possibly towards the finish. Flowery notes as well. Well-balanced and a bit original. "
"154"	"Mad Hatter Imperious IPA"	"Mad Hatter"	"Imperial IPA"	"Regional Distribution"	"Liverpool, England"	"A sweetish, malty, caramel IPA matched with lots of citra and mosaic hops - 70 IBUs - for all those who love hops but don't like to be overwhelmed with bitterness. The heavy rich malt base is balanced with a light citrus, floral aroma, making it suprisingly quaffable"	24.000	3.730	3.620	351.000	11.700	70.000	"4.1"	8.000	4.000	9.000	4.000	16.000	"spacecube"	"Leeds, West Yorkshire, ENGLAND "	"FEB 11, 2015"	"330ml bottle, pours amber with an off white head. Sweet caramel and biscuit malt, lots of citrus, orange, mango and watermelon. Finish is nicely balanced for an 11.7% beer with a dry and light bitter finish. Carbonation is soft to average. Body is medium to full, texture slick and oily. "
"154"	"Mad Hatter Imperious IPA"	"Mad Hatter"	"Imperial IPA"	"Regional Distribution"	"Liverpool, England"	"A sweetish, malty, caramel IPA matched with lots of citra and mosaic hops - 70 IBUs - for all those who love hops but don't like to be overwhelmed with bitterness. The heavy rich malt base is balanced with a light citrus, floral aroma, making it suprisingly quaffable"	24.000	3.730	3.620	351.000	11.700	70.000	"3.9"	8.000	3.000	8.000	4.000	16.000	"Fin"	"Merton, Oxfordshire, England, Oxfordshire, ENGLAND "	"JAN 31, 2015"	"Bottle picked up at Cotteridge, Birmingham, consumed at home, Friday 30th January 2015 in company of Mum, Keith and of course Loz Almost amber in colour with some haze and a sticky white head. A little pine detected on nose. In mouth citrus and pine combine, it is bitter but a hefty malt backbone adds enough sweetness to ensure this isn't a bitter bomb. Its strong but doesn't taste like rocket fuel, really liking this. A8 A3 T8 P4 Ov16 3.9 "
